leagueId,id,role,name,teamId,hasContact,hasArcs,arcCount,hasChat,hasMessengerScript
LEAGUE_HIGHSCHOOL,PLY_00023,player,안현진,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00024,player,안민준,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00025,player,고태준,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00026,player,조기준,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00027,player,나상민,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00028,player,심성준,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00029,player,백서준,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00030,player,신성우,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00031,player,우재원,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00032,player,조준혁,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00033,player,심상현,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00034,player,성상민,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00035,player,강기준,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00036,player,주재윤,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00037,player,이정우,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00038,player,강동혁,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00039,player,하민재,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00040,player,양시우,TEAM_HS_BUSAN_WAVE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,MNG_00003,manager,나민준,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00005,coach,고준호,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00006,coach,차태양,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,OWN_00003,owner,신민혁,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00041,player,전재윤,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00042,player,민태준,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00043,player,오예준,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00044,player,손민준,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00045,player,서준호,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00046,player,남민혁,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00047,player,안태민,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00048,player,남성현,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00049,player,우준영,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00050,player,전용준,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00051,player,문원준,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00052,player,강성준,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00053,player,우태현,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00054,player,안도윤,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00055,player,전상현,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00056,player,신재윤,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00057,player,양동준,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00058,player,주지후,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00059,player,송동준,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00060,player,성상현,TEAM_HS_DAEGU_HEAT,true,false,0,false,false
LEAGUE_HIGHSCHOOL,MNG_00004,manager,신찬우,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00007,coach,황민석,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00008,coach,강승우,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,OWN_00004,owner,조현우,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00061,player,허준혁,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00062,player,백성준,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00063,player,조동현,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00064,player,심민준,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00065,player,정성준,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00066,player,오재민,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00067,player,주준우,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00068,player,유서준,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00069,player,장준혁,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00070,player,손태우,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00071,player,강용준,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00072,player,정기준,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00073,player,박재훈,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00074,player,나우진,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00075,player,곽기훈,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00076,player,하승민,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00077,player,최상현,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00078,player,백동준,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00079,player,최승민,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00080,player,강건우,TEAM_HS_GWANGJU_VISION,true,false,0,false,false
LEAGUE_HIGHSCHOOL,MNG_00005,manager,심현우,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00009,coach,임재훈,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00010,coach,안서준,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,OWN_00005,owner,민진우,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00081,player,주성우,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00082,player,서재원,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00083,player,이동혁,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00084,player,주민준,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00085,player,우동현,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00086,player,성재원,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00087,player,권상민,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00088,player,허현준,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00089,player,홍지후,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00090,player,남준혁,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00091,player,노서준,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00092,player,최상현,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00093,player,임상민,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00094,player,문재민,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00095,player,조승민,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00096,player,장승민,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00097,player,백찬영,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00098,player,권진우,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00099,player,남도현,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00100,player,안동우,TEAM_HS_DAEJEON_RISE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,MNG_00006,manager,정재윤,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00011,coach,정승민,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00012,coach,유연우,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,OWN_00006,owner,곽민석,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00101,player,최현서,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00102,player,나현우,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00103,player,우동우,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00104,player,이서준,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00105,player,남재원,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00106,player,안지원,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00107,player,곽태민,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00108,player,백동준,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00109,player,노상민,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00110,player,성지성,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00111,player,황준호,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00112,player,박기훈,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00113,player,황재윤,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00114,player,정민석,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00115,player,홍진우,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00116,player,허승민,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00117,player,조동우,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00118,player,정재원,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00119,player,권성준,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00120,player,남찬우,TEAM_HS_INCHEON_HARBOR,true,false,0,false,false
LEAGUE_HIGHSCHOOL,MNG_00007,manager,고재민,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00013,coach,나동우,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00014,coach,민성현,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,OWN_00007,owner,백연우,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00121,player,오지후,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00122,player,배지호,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00123,player,하우진,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00124,player,윤서준,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00125,player,문지원,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00126,player,민민재,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00127,player,오예준,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00128,player,배기훈,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00129,player,박민혁,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00130,player,나재원,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00131,player,김지호,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00132,player,이승민,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00133,player,양지성,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00134,player,유현진,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00135,player,성도윤,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00136,player,최승민,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00137,player,유지후,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00138,player,차재훈,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00139,player,민찬영,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00140,player,민우진,TEAM_HS_ULSAN_CHARGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,MNG_00008,manager,주주원,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00015,coach,성주원,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,COA_00016,coach,한준서,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,OWN_00008,owner,전지호,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00141,player,홍상현,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00142,player,오동우,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00143,player,유민혁,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00144,player,권서준,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00145,player,신현우,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00146,player,문준우,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00147,player,심찬영,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00148,player,손도윤,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00149,player,신민재,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00150,player,최재윤,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00151,player,백승우,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00152,player,김동우,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00153,player,남태우,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00154,player,한하준,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00155,player,윤준서,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00156,player,문승민,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00157,player,장현준,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00158,player,배도현,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00159,player,백준우,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_00160,player,오현진,TEAM_HS_SUWON_EDGE,true,false,0,false,false
LEAGUE_HIGHSCHOOL,PLY_01541,player,박정훈,TEAM_HS_SEOUL_INNOVATION,true,true,2,true,true
LEAGUE_HIGHSCHOOL,COA_00167,coach,오지경,TEAM_HS_SEOUL_INNOVATION,true,true,2,true,true
LEAGUE_UNIVERSITY,PLY_00161,player,황연우,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00162,player,성민준,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00163,player,한시우,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00164,player,홍찬영,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00165,player,장준호,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00166,player,민현우,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00167,player,배성준,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00168,player,전도현,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00169,player,차우진,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00170,player,장진우,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00171,player,심시우,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00172,player,이태준,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00173,player,구우진,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00174,player,임승현,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00175,player,임지원,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00176,player,정재윤,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00177,player,윤태현,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00178,player,하현서,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00179,player,우지성,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00180,player,양현진,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,COA_00017,coach,권태준,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,COA_00018,coach,유현진,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,MNG_00009,manager,황상민,TEAM_UNIV_KNSU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00181,player,황용준,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00182,player,배상민,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00183,player,박재민,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00184,player,양동우,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00185,player,송재민,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00186,player,양상민,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00187,player,신승우,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00188,player,민도현,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00189,player,한태우,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00190,player,민용준,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00191,player,황성준,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00192,player,곽지훈,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00193,player,나성준,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00194,player,최용준,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00195,player,박연우,TEAM_UNIV_KNU,true,false,0,false,false
LEAGUE_UNIVERSITY,PLY_00196,player,곽도윤,TEAM_UNIV_KNU,true,false,0,false,false
